Costo_Producci�n Graiman,Margen_Operativo,Ingresos_Mensuales,Gasto_Log�stico,Stock_Disponible,Rotaci�n_Inventario,Productos_M�s_Vendidos,Nivel_Reorden,Horas_Trabajadas,�ndice_Capacitaci�n,Productividad_Operarios,Tasa_Ausentismo,Lead_Source,Tasa_Conversi�n,Valor_Compra_Promedio,Frecuencia_Compra,Tiempo_Entrega_Proveedor,Cumplimiento_Entregas,Costo_Transporte,Retrasos_Producci�n,Segmento_Cliente,Regi�n_Cliente,Antig�edad_Cliente,Nivel_Satisfacci�n,Defectos_Producci�n,Tiempo_Parada_M�quina,Tipo_Producto,Fecha_Registro,Sentimiento_Promedio,Volumen_Menciones,Interacci�n_Posts,Tendencias_B�squeda,�ndice_Demanda_Construcci�n,Precios_Materia_Prima,Tendencia_Precios_Competencia,Tipo_Cambio_USD,Participaci�n_Mercado,Precio_Promedio_Competencia,Nuevos_Lanzamientos_Competencia,Variaci�n_Demanda_Zona,Crecimiento_PIB,�ndice_Constructivo,Inversi�n_Obra_P�blica,Inflaci�n_Mensual,Tendencias_Construcci�n_Web,B�squedas_Por_Cer�mica,Reviews_Online,Rango_Precios_Mercado,Nombre_Cliente
26.18984929,0.123314351,159580.9573,6637.776706,1486,7.01246989,Cer�mica,62.13881465,197.484675,0.206157088,93.97491028,0.009461895,Web,0.161450001,290.5121115,2,17.63866025,93.63725789,304.76788,3,Mayorista,Loja,10,3.329504022,3,9.653926599,Cer�mica,2023-01-11 0:00:00,0.322657284,1271,1974,20.80606709,89.37525792,23.96598436,-0.192667064,1.04492558,58.64355412,27.95960021,8,-0.243805641,4.815352843,97.41788588,48622.75057,0.722322586,87.27558062,7705,4.737736592,15.0268776,Carolina Crespo
39.09970077,0.14484618,132686.9127,1967.718792,2568,1.57619163,Cer�mica,252.4232797,47.42918691,0.162703433,95.85617758,0.099779431,Sala de Ventas,0.066456604,337.4658652,2,4.890959283,96.66218824,315.4646801,1,Mayorista,Quito,19,1.001205988,44,2.527924096,Porcelanato,2023-01-12 0:00:00,0.55963587,3161,1016,45.6767364,91.48981347,12.2562577,1.758531418,1.062020064,52.24738747,11.9864341,0,14.86696595,3.777601363,118.4513576,2167.733116,0.027459581,49.39853106,6069,4.133562708,59.74585074,Andr�s Salinas
37.04342874,0.249369346,90467.83674,13422.94661,635,6.049414262,Cer�mica,80.61758928,164.1632291,0.32593037,98.66719247,0.090966073,Web,0.282557352,350.8919379,1,11.98871763,81.54685994,394.8576644,6,Mayorista,Quito,14,4.331744225,4,4.513172225,Porcelanato,2023-01-13 0:00:00,-0.459902272,4263,122,61.6872523,90.56451021,28.1837702,-0.095539331,1.054246931,25.87118918,26.43670079,7,2.457865194,2.644356221,109.7620009,1619.863416,0.833257819,44.1976596,19116,3.473445742,12.56824345,Marco Crespo
9.720229856,0.259769278,25779.84553,3039.61571,3744,2.523088315,Cer�mica,402.7588613,81.41416248,0.706276066,94.02029292,0.073817227,Sala de Ventas,0.20481582,775.3227254,4,8.051379737,83.99787771,123.4128908,0,Constructor,Azuay,0,1.929921334,5,9.601896712,Porcelanato,2023-01-14 0:00:00,-0.30827715,1726,65,56.49082672,1.293261413,17.55211635,1.343026541,1.007493339,47.93701921,35.60546005,0,-3.10664644,0.828134077,62.73150898,4236.446844,0.103165297,74.89574993,14438,1.750795589,10.27744243,Jos� Calle
24.27109309,0.235626826,164779.3076,7305.572468,1846,2.686450942,Porcelanato,472.9152737,83.79581141,0.254508549,80.84871628,0.087608275,Web,0.139864604,108.5669352,2,14.40080946,91.28455727,177.0503896,5,Mayorista,Azuay,1,1.961954845,44,6.019556367,Porcelanato,2023-01-15 0:00:00,0.663088594,2430,1563,43.58153587,58.27687766,7.129903264,-2.517952531,1.029494431,35.78069224,37.94871875,7,-5.247336042,4.480766236,122.9591567,35445.41478,0.243047094,58.78555469,1049,1.240304214,59.71031678,Mar�a Morocho
46.91270812,0.216910632,194401.5718,5087.327462,1066,2.914678312,Cer�mica,189.9313857,195.9142137,0.12176259,99.36938827,0.062079228,Referido,0.235983581,574.8710764,1,3.050860871,88.39589775,199.0228399,8,Mayorista,Cuenca,9,1.996247226,2,2.471328554,Gres,2023-01-16 0:00:00,0.548383386,4014,1132,77.78292466,62.9378977,27.59375831,-4.658240341,1.051471298,10.25558769,11.98598851,1,-0.143478849,-2.69352434,115.2947165,42794.61338,0.794406234,90.85946883,7599,4.188700247,47.01050437,Elena Guzm�n
20.60592506,0.133581675,117002.1857,3030.770696,2773,8.256002656,Azulejo,104.3431079,98.62272837,0.390706159,70.14168717,0.006554188,Facebook,0.102124965,288.5768855,2,13.04364453,90.35842493,60.29069128,4,Hogar,Loja,5,1.46589826,10,0.212170793,Cer�mica,2023-01-17 0:00:00,0.297680904,4975,1189,74.65293935,40.5980103,16.3084414,3.033179769,1.0829024,51.5191502,43.97604407,8,2.679616119,0.59340049,65.80717998,34369.37368,0.911567141,23.58669586,4887,3.455233773,20.39397443,Sof�a Morocho
21.36910674,0.209201388,57863.17738,4229.621199,3450,6.329628801,Azulejo,367.9145348,149.1033112,0.326055341,72.18388523,0.006759838,Facebook,0.046091933,580.5264628,2,9.466882357,87.51832585,155.0816098,5,Constructor,Loja,14,2.08340188,8,4.75184887,Gres,2023-01-18 0:00:00,-0.656416119,1124,1951,98.77351657,9.616075819,10.0459042,4.957904715,1.025839837,35.84909885,59.17466456,9,-8.524003299,-3.255684391,60.85333961,47027.8816,0.278761452,4.188369405,437,3.264996098,45.80802532,Daniela Montalv�n
45.7400566,0.0676874,23885.9504,3424.238989,1617,8.90277942,Azulejo,255.6653581,68.64610708,0.073589327,57.98211509,0.057863372,Sala de Ventas,0.174440378,207.3882656,1,5.307797628,89.61226689,112.1357213,9,Hogar,Quito,0,4.597499919,45,1.116791125,Cer�mica,2023-01-19 0:00:00,-0.461885112,1731,106,28.97562066,92.07147575,23.13220755,0.897182999,1.047243423,23.90435286,16.97081398,13,-7.883345267,4.882290263,72.2582849,42070.7956,0.059692703,46.39819334,2391,1.168159949,42.16464335,Jorge Ochoa
46.94479813,0.161064533,109124.4479,1086.702775,4674,1.18811489,Azulejo,469.3054112,67.69751822,0.387667743,77.67888248,0.028177111,Sala de Ventas,0.163996571,399.314651,10,13.67165823,80.19986958,449.5310438,6,Constructor,Quito,15,4.573014049,47,9.678557575,Porcelanato,2023-01-20 0:00:00,-0.986107962,4455,155,75.22956288,78.27225097,27.01891883,-4.565452621,1.088182034,14.73559882,43.52883614,0,-2.183268601,-2.886341038,82.18056406,11590.18247,0.937129596,99.46443709,18596,2.759425368,14.21473816,Carolina P�rez
27.2172272,0.124326397,14646.98604,8832.097387,1523,4.587748591,Cer�mica,305.2547199,133.1110146,0.224778196,51.05763466,0.018282606,Instagram,0.012208229,228.0625047,2,11.45143869,91.11426657,136.0046306,4,Hogar,Loja,2,2.306327049,4,1.037942502,Porcelanato,2023-01-21 0:00:00,-0.253458292,4856,755,94.16637277,12.93909355,19.30680654,2.460554173,1.049791729,40.19954861,11.91400292,5,-6.119228436,-0.095945432,128.867798,24975.17719,0.212789935,48.45885616,13602,4.49171189,57.26086038,Daniela Salinas
19.70870089,0.216820522,17137.95985,14955.42278,2275,2.783907373,Azulejo,69.63465617,64.77894137,0.41890511,81.17272723,0.001389837,Web,0.141720954,461.4240243,5,16.644025,99.31421898,107.5702061,9,Mayorista,Quito,2,1.906317949,36,4.677014837,Porcelanato,2023-01-22 0:00:00,-0.896168755,4307,131,58.3965648,41.97638918,27.14363978,-4.718020531,1.015424929,13.62773628,57.20241933,7,8.152908984,-4.354935962,77.98480636,47037.13349,0.162414053,19.06353434,2292,1.748065903,22.93195496,Paola Salinas
11.40655339,0.297538925,160467.7995,4813.012098,2737,7.172817112,Azulejo,421.5398478,102.5696387,0.755015198,86.87686891,0.009574441,Instagram,0.147605496,226.9149577,11,16.04160073,93.87700483,177.4321436,4,Mayorista,Quito,18,2.47633186,6,9.428622404,Cer�mica,2023-01-23 0:00:00,0.851582878,3094,1211,19.03080987,88.04080524,20.61027095,0.691290171,1.023643578,47.20778743,15.73214515,2,-4.720245626,-4.002947578,78.20284606,17426.57932,0.817529811,42.09266507,18021,2.57573248,52.55407314,Ana P�rez
47.19954618,0.068522864,70199.68409,5459.904358,2526,7.461892369,Azulejo,354.1687956,32.02526355,0.88431468,68.19967116,0.062068704,Facebook,0.101639164,707.0456087,11,8.894149758,81.29177883,298.7230242,1,Mayorista,Loja,19,1.29349158,18,4.659763799,Cer�mica,2023-01-24 0:00:00,0.40844241,3095,729,67.28096153,88.03353943,23.72747398,1.05955038,1.091490726,13.54489375,46.91798606,11,13.64783536,-1.364287616,56.34911881,10417.52366,0.84839048,11.41682621,11832,1.583259973,25.38593018,Andr�s Montalv�n
49.32221072,0.162724575,60292.14328,8389.169398,2077,1.297298389,Porcelanato,119.0514263,191.411364,0.074757598,70.99388142,0.008781161,Instagram,0.183045202,203.8813416,5,4.86739105,90.12225965,332.9964757,7,Constructor,Azuay,16,3.515425626,3,6.305552483,Porcelanato,2023-01-25 0:00:00,0.088840578,4355,1354,7.781053409,90.61654084,28.52323418,-3.521993983,1.083375715,39.03923749,32.42777834,10,18.59280581,-0.103054826,60.72821112,3628.122533,0.641891663,28.76978231,19677,4.31960042,27.05312676,Diego Quito
29.0991213,0.094233646,58312.1651,1598.700675,1068,7.42973893,Azulejo,166.6991339,90.28488599,0.728714947,80.39279862,0.018544246,Web,0.201193795,292.0926964,3,15.13897492,92.33760935,194.9397564,2,Hogar,Loja,0,3.523539354,23,3.190404333,Cer�mica,2023-01-26 0:00:00,-0.627356909,2314,775,4.856446473,6.378318428,16.55006517,3.665706119,1.053436067,40.86409637,17.28019498,5,-5.299047064,-4.938490637,133.8265689,24665.4217,0.415198149,13.7957185,13123,1.421848462,33.11324638,Paola V�zquez
33.29685593,0.297237812,90778.30194,11870.92903,1775,5.997863769,Porcelanato,366.7562727,102.9096458,0.243541518,60.991718,0.043862744,Instagram,0.038373704,721.8747692,4,1.11519058,94.73119785,487.0065751,4,Hogar,Guayas,2,2.488248245,8,8.704596994,Cer�mica,2023-01-27 0:00:00,-0.211029026,3222,1001,32.98348329,36.73821309,29.9148569,2.924505574,1.034066274,49.38708791,46.56187687,5,11.72029886,-1.272921339,60.09985659,30731.36203,0.431445269,93.24421768,9614,2.855080196,18.68772179,Ana Torres
39.3587109,0.198503961,147380.7103,12678.48053,2633,1.816940178,Porcelanato,439.9465884,195.3530449,0.703029357,94.40562822,0.008035432,Facebook,0.237534667,421.6253888,5,19.99070429,90.87542153,187.3313848,8,Mayorista,Cuenca,5,2.64641916,34,5.255044327,Gres,2023-01-28 0:00:00,-0.270282786,845,345,57.80081127,7.928630368,6.847872899,0.12356087,1.084091299,16.46386094,46.43580812,13,-2.964847795,-3.595972189,105.3765679,25238.70827,0.702415823,29.19626818,13758,2.224573381,17.55327821,Daniela V�zquez
16.56058606,0.100077259,65173.19941,1094.073501,897,3.69708987,Porcelanato,84.42542286,189.7705345,0.709941594,87.58147098,0.028007922,Instagram,0.038578286,688.2258821,3,2.959405385,82.17702823,101.691317,6,Hogar,Loja,19,1.037087233,31,5.957174268,Gres,2023-01-29 0:00:00,-0.967673586,1921,1266,24.40118359,69.06436236,24.69643367,2.357478574,1.022020435,57.64464256,46.25439383,10,2.640876021,0.770096348,106.7601459,47142.96489,0.003354402,70.62140098,5139,2.954649682,34.8043986,Elena �lvarez
12.17471553,0.086706361,112898.4332,12520.40386,470,7.346637882,Cer�mica,136.3171498,62.19588791,0.480934018,67.30924152,0.060202227,Sala de Ventas,0.223558015,568.7136585,10,6.315262659,91.73976278,121.5883776,1,Constructor,Quito,3,3.273204083,21,3.630720182,Gres,2023-01-30 0:00:00,-0.876099797,1470,1797,64.3617108,29.73573854,29.29525669,2.895293679,1.033475278,44.45422917,56.76556369,14,6.516152077,3.473952908,88.3735777,7826.879593,0.033239975,66.03073026,14147,4.959640624,52.82870405,Rosa Mora
39.82805795,0.215918506,11606.62903,14611.06466,4974,7.004314515,Porcelanato,59.97111829,148.2381631,0.919093219,74.06695525,0.019566516,Web,0.282093198,659.7921865,5,18.20810782,99.63164774,179.4848761,2,Mayorista,Quito,11,3.53997637,43,9.805979482,Gres,2023-01-31 0:00:00,0.927456453,2896,191,41.0571391,97.7307089,6.013173716,2.244312566,1.077855132,19.41084406,14.42841452,10,6.485939647,-0.5756386,103.8509746,15206.81197,0.658455937,82.37480129,12033,1.597526715,36.73136437,Ana Torres
25.02952791,0.259466147,139022.1746,10539.54832,4390,1.870850615,Azulejo,249.3447001,139.2579535,0.601549783,52.64578398,0.077138494,Instagram,0.127934146,592.9456402,6,19.07029718,95.38682026,125.5504699,6,Hogar,Azuay,2,4.17272551,26,9.857680077,Gres,2023-02-01 0:00:00,-0.3153995,915,1960,19.62211739,72.14662472,10.19528302,-2.793749697,1.036087451,46.10382692,39.58458804,9,-4.943079844,4.951219017,69.79167196,18057.92697,0.4534171,19.29298895,4081,2.139494255,13.47441618,Daniela P�rez
13.36863182,0.096646929,133440.5936,10941.62091,2136,8.401001997,Azulejo,290.5680611,75.73494706,0.777669691,99.40687303,0.026084413,Web,0.135640507,122.8420698,6,6.285856893,92.67522703,262.5784418,0,Mayorista,Azuay,6,1.656897095,23,1.777392087,Gres,2023-02-02 0:00:00,0.424380782,2879,177,0.35175606,33.52012479,17.25756626,-3.586171781,1.05395601,48.70761,55.62316194,3,-1.728492863,-3.783528099,81.83033148,21500.28533,0.182392877,16.18177861,5364,3.154138703,47.78678574,Jos� V�zquez
19.81856965,0.283059573,76491.62897,9520.695574,1103,2.08034334,Azulejo,278.5951959,194.7126774,0.618988993,65.95447962,0.024410604,Facebook,0.058002817,279.8811725,3,4.058555107,81.55719453,209.8507922,8,Mayorista,Quito,5,3.973647473,40,9.717685673,Cer�mica,2023-02-03 0:00:00,-0.917681139,2824,769,72.52459303,29.15894623,6.519037506,4.883899788,1.08602192,33.98731388,19.1700137,13,18.63107798,3.929611557,72.33545471,43564.86185,0.986773415,65.97427571,14319,3.593536931,57.06164308,Carlos Montalv�n
33.62007067,0.085443122,51047.54533,5025.831521,968,1.762878724,Porcelanato,117.5152912,50.14419439,0.173578498,91.68570279,0.036796968,Instagram,0.060844117,721.936032,6,18.38457263,87.81450881,351.3444712,1,Mayorista,Loja,0,4.09803571,46,1.77237915,Gres,2023-02-04 0:00:00,0.433763304,4855,1704,32.96264711,25.45626901,16.09205235,3.822933368,1.000002414,21.53975646,13.20073237,11,11.42246927,1.102926454,58.37060515,21649.88791,0.498118637,71.71258035,14918,1.987253301,24.87531401,Eduardo Chac�n
41.80761789,0.199395371,68685.281,11888.53721,3069,4.778802348,Porcelanato,356.1270809,107.7232978,0.040387679,72.26896454,0.080178054,Web,0.042580496,578.3700356,5,9.930744633,94.81799163,110.3216711,0,Mayorista,Guayas,17,4.498529574,5,1.581025963,Cer�mica,2023-02-05 0:00:00,-0.373431876,884,1024,96.40998995,19.62896784,22.21100755,-4.710666817,1.09725751,29.66178369,11.81134275,12,-4.126298699,3.220540069,50.06062645,5766.565049,0.558872131,40.36901979,9977,1.409549743,57.95182134,Diego Quito
42.29293157,0.237711014,98212.89029,8425.950009,907,8.831072902,Cer�mica,165.9490804,176.6646539,0.436118701,54.39743836,0.007473542,Facebook,0.263440997,765.4389239,3,4.437231949,97.28292825,481.3314183,7,Constructor,Loja,12,2.802899774,28,4.655850331,Cer�mica,2023-02-06 0:00:00,0.721441241,1309,751,79.57012765,8.169930762,16.59830285,-1.07154775,1.016612761,58.32001508,45.6154459,1,-5.970845433,-2.876204174,79.49493591,26169.21851,0.002069524,98.1663468,19497,3.816007153,55.86420841,Marco Ochoa
18.47108618,0.134790817,139272.7522,3368.829619,3375,7.47989717,Cer�mica,484.5806506,83.62681098,0.79493016,65.08079668,0.036855284,Instagram,0.082280291,65.48304448,4,18.07237687,91.44800383,82.52284068,1,Mayorista,Loja,9,1.145459033,16,1.328766658,Porcelanato,2023-02-07 0:00:00,-0.649415964,205,594,29.90336419,7.988193008,27.7755353,-2.159619726,1.062576065,23.94665169,11.41837145,11,-7.213662102,-3.690296119,63.26245924,21993.05773,0.283751126,70.80410213,12359,3.188693114,43.70638592,Elena Cordero
48.86133826,0.268178208,128606.0997,6829.842567,4701,2.106664817,Cer�mica,209.324768,26.03433891,0.633802869,70.86502382,0.066877819,Facebook,0.166978206,720.8041313,6,5.555357336,85.91592688,265.492177,9,Constructor,Azuay,3,1.367532299,29,2.189664218,Gres,2023-02-08 0:00:00,-0.734600332,4376,1858,36.93064082,92.94972814,25.09948107,-4.293670057,1.082295489,32.72984797,19.87676573,6,-2.623565841,0.795424104,57.40049981,41068.04904,0.96874924,70.32463148,12657,2.046588731,13.30535612,Jos� Morocho
26.88484315,0.061808241,113073.6514,6929.769546,4998,9.191099731,Azulejo,439.1598759,187.1312766,0.874410631,67.26415479,0.004469924,Facebook,0.185073947,388.1647588,3,14.6320123,96.81973475,177.4360338,2,Mayorista,Cuenca,7,3.802513047,30,7.390145906,Gres,2023-02-09 0:00:00,0.556571851,1201,107,90.00176222,1.008399422,29.57618925,2.344066128,1.092188332,9.435925765,40.61416053,5,-5.416792783,-4.522391899,133.4360563,4528.866282,0.341876273,35.68307571,13470,3.243915611,22.11440272,Carolina Chac�n
21.27589125,0.299028075,143196.7779,8413.26045,4820,5.980128487,Azulejo,472.1756381,199.4958789,0.300769517,83.80452501,0.053676295,Referido,0.127532957,615.7228684,5,12.63435454,85.51319067,370.7697006,6,Mayorista,Quito,12,3.609267722,47,4.120729617,Porcelanato,2023-02-10 0:00:00,-0.35122279,517,1570,66.3078503,7.100965602,27.16177896,2.82271978,1.039355118,23.021261,25.66545807,1,-2.497500461,0.952630066,100.6928428,2007.818252,0.545420251,73.4475316,14221,4.106962643,20.58974568,Diego Montalv�n
34.97754906,0.102109575,36228.49705,12629.32746,1029,3.952942728,Cer�mica,390.3942786,106.4352679,0.30114144,98.94909583,0.052146746,Instagram,0.162190666,260.9188631,8,7.316888648,81.35283747,398.8449573,5,Hogar,Loja,4,2.470713487,33,0.900859175,Gres,2023-02-11 0:00:00,-0.775040062,50,1698,73.30830136,73.22239054,18.38256419,-3.252669503,1.053318338,13.65952717,37.97937458,8,2.883405296,2.813324082,112.5238108,49663.43185,0.79106271,62.44053791,1888,2.958183203,19.85670135,Ver�nica Ochoa
49.73225057,0.18249697,73612.23724,1539.1578,107,4.30982909,Cer�mica,330.825666,182.5246335,0.011333772,66.03786478,0.033340513,Instagram,0.130478105,590.6380011,8,16.34695794,81.23560265,164.4311968,1,Mayorista,Guayas,7,3.544841062,12,4.016817217,Cer�mica,2023-02-12 0:00:00,-0.362811511,2191,968,61.15334487,27.23938448,25.82627582,0.177320977,1.040223676,23.36845836,35.35317716,13,12.93989416,1.707337621,139.2308495,1934.08247,0.180441325,39.69862624,19459,1.546492629,12.40873928,Ana Torres
14.95763642,0.184904159,180297.0781,6707.752952,3388,8.217549939,Porcelanato,498.1321059,179.3721645,0.86051722,89.45544162,0.047407116,Web,0.033210132,51.6887059,2,15.00542441,81.30891739,355.5420135,3,Constructor,Quito,7,1.672210333,2,3.902258932,Cer�mica,2023-02-13 0:00:00,-0.842132799,1502,892,12.00341571,22.23639166,8.767687821,-1.891141216,1.027677953,6.3958321,12.95320653,1,-8.565346299,3.684944356,91.61581774,44222.4986,0.985694349,19.89231586,9908,1.966206506,17.37180046,Eduardo Chac�n
24.31638677,0.11982958,65083.11821,7985.549459,1488,9.216786363,Cer�mica,280.5582479,101.976443,0.252935298,89.42002066,0.085088378,Instagram,0.179529773,496.4223274,5,5.09033589,81.47426292,132.5464915,4,Hogar,Azuay,14,4.264970634,22,5.970885131,Cer�mica,2023-02-14 0:00:00,-0.258420476,1539,955,82.45792152,20.15464342,8.307190381,0.70153943,1.048861918,35.27534165,14.5068035,7,-8.414086974,-2.548198757,103.1537641,45708.79672,0.508536632,73.84246698,5835,1.834414697,23.22912139,Ver�nica Cordero
44.57329753,0.056540275,177972.5986,3409.078522,2502,2.697654702,Azulejo,344.2385185,177.791817,0.864221165,67.70486949,0.037685767,Referido,0.208406344,636.5336416,1,18.62530931,91.56823294,483.2417776,2,Constructor,Azuay,9,1.301171533,47,6.203618641,Cer�mica,2023-02-15 0:00:00,0.852716227,3798,1201,11.1869187,25.1844006,9.145958524,-2.329986828,1.025741375,29.3124974,59.14220679,12,13.47981668,0.263682591,113.2707684,49728.7402,0.624466113,80.62028331,2242,3.873743551,12.8225415,Sof�a Morocho
29.44039339,0.268169142,80042.87801,10997.76988,3402,7.459485587,Cer�mica,431.9278282,24.6528459,0.138391954,56.81127699,0.095427876,Sala de Ventas,0.235769519,748.3561527,4,18.72600704,94.98485906,312.3914688,9,Hogar,Guayas,2,2.727922011,41,3.25189088,Cer�mica,2023-02-16 0:00:00,-0.978463962,440,1370,47.50705203,70.06174906,26.69348147,-4.862479957,1.082610693,22.65078253,57.97340974,4,-5.073410797,-1.752593606,69.67148881,22168.94571,0.425774025,44.08641087,1341,3.265726433,10.56827662,Daniela Guzm�n
